Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2018,4406,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4114,,,Y
2018,20959,Sarah Sheehan,9848 S Damen Ave,,Chicago,IL,60643,United States,7733155163,,01/09/2018,Y
2018,4434,The Haymarket Group Ltd.,"500 N. Dearborn, Ste. 1150",,Chicago,IL,60654,United States,312-645-9400,312-645-0974,,Y
2018,10063,Motorola Solutions,224 South Michigan Ave,7th FL,Chicago,IL,60604,United States,708-785-8298,,01/09/2014,Y
2018,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133,,Y
2018,18221,Huntington Bank,41 South High Street,,Columbus,OH,43215,United States,614-480-4293,,04/10/2017,Y
2018,13962,"Infrastructure Engineering,  Inc.",33 West Monroe Street,Suie 1540,Chicago,IL,60603,United States,312-960-1239,312-425-9564,01/20/2016,Y
2018,12045,Anderson & Moore PC,111 W Washington,Suite 1720,Chicago,IL,60602,United States,312-251-1500,312-251-1509,01/02/2015,Y
,20963,Custom Reality Services,220 E. Buffalo St,#401,MILWAUKEE,WI,53202,United States,9177213131,,01/10/2018,Y
,20706,Don Williams and Associates,410 South 7th Street,,St Charles,IL,60174,United States,(630) 649-4508,,11/14/2017,Y
2018,20968,"Jay Curtis Consulting, LLC",203 N LaSalle,,Chicago,IL,60601,United States,6185585702,,01/10/2018,Y
2018,13967,"Alexander, Borovicka & O'Shea Government Solutions",230 W. Monroe St.,Suite 2221,Chicago,IL,60606,United States,3127597505,,01/20/2016,Y
2018,18001,"Thomas R. Raines Attorney at Law, LLC",20 N. Wacker Drive,Suite 556,Chicago,IL,60606,United States,312-750-1166,312-750-1164,03/24/2017,Y
2018,19341,SEIU Local 73,"300 S. Ashland Ave, Suite 400",,Chicago,IL,60607,United States,312-787-5868,,06/27/2017,Y
2018,20966,Michael Ruemmler,1359 N Noble St.,#201,Chicago,IL,60642,United States,618-204-1405,,01/10/2018,Y
2018,5641,"Government Consulting Services of Illinois, LLC",70 W Madison,Ste. 1600,Chicago,IL,60602,United States,312-696-1925,312-696-4225,08/07/2012,Y
2018,14001,The Peoples Gas LIght and Coke Company,200 E Randolph St,,Chicago,IL,60601,United States,312-240-7179,,01/22/2016,Y
2018,5162,"car2go N.A., LLC",1717 W 6th St.,Ste. 425,Austin,TX,78703,United States,512-428-6233,512-922-2709,06/13/2012,Y
2018,4628,"Chicago Cubs Baseball Club, LLC",1060 W. Addison St.,,Chicago,IL,60613,United States,773-404-2827,773-404-411,,Y
2018,19441,"Takeda Pharmaceuticals USA, Inc.",One Takeda Parkway,,Deerfield,IL,60015,United States,312-835-9997,,06/29/2017,Y
2018,20961,"Acacia Financial Group, Inc.",6000 Midlantic Drive,Suite 410 North,Mt. Laurel,NJ,08054,United States,8562342266,,01/10/2018,Y
,20962,Custom Reality Services,220 E. Buffalo St,#401,MILWAUKEE,WI,53202,United States,9177213131,,01/10/2018,Y
2018,20281,Airlines for America,"1275 Pennsylvania Avenue, NW",Suite 1300,Washington,DC,20004,United States,202-626-4001,,08/25/2017,Y
2018,19981,Stern Brothers & Co.,8000 Maryland Avenue,SUite 800,St. Louis,MO,63105,United States,314-743-3053,314-727-7313,08/08/2017,Y
2018,17501,Lakeview Chamber of Commerce,1409 W Addison,,Chicago,IL,60613,United States,7734727171,,02/21/2017,Y
2018,4456,Vedder Price PC,"222 N. LaSalle St.,",,Chicago,IL,60601,United States,312-609-7962,312-609-5005,,Y
2018,14301,Related Midwest LLC,350 W Hubbard,Suite 300,Chicago,IL,60654,United States,312-595-7400,,02/08/2016,Y
2018,5682,Bryan Cave LLP,161 N. Clark St.,Ste. 4300,Chicago,IL,60601,United States,312-602-5000,312-602-5050,08/09/2012,Y
2018,13884,Illinois Hospital Association,1151 East Warrenville Road,PO Box 3015,Naperville,IL,60566,United States,2175411150,,01/14/2016,Y
2018,20965,HomeServe USA Corp.,601 Merritt 7,6th Floor,Norwalk,CT,06851,United States,8553362465,,01/10/2018,Y
2018,20282,Airlines for America,"1275 Pennsylvania Avenue, NW",Suite 1300,Washington,DC,20004,United States,202-626-4001,,08/25/2017,Y
2018,20964,Kromek/eV Products,373 Saxonburg Boulevard,,Saxonburg,PA,16056,United States,724-553-2728,724-352-4435,01/10/2018,Y
2018,20604,Illinois Pharmacists Association,204 West Cook Street,,Springfield,IL,62704,United States,2175227300,2175227349,10/09/2017,Y
2018,13601,"Collateral Trustee, Inc",1030 N Clark Street,Suite 300,CHICAGO,IL,60610,United States,312-988-0460,312-846-1790,01/04/2016,Y
,20969,Donald  Williams,410 south 7th street,,Saint Charles,IL,60174,United States,(630) 649-4508,,01/10/2018,Y
2018,17641,Federal Resources Supply Company,235 G Log Canoe Circle,,Stevensville,MD,21666,United States,800 892 1099,,03/02/2017,Y
2018,20975,Fisher Cohen Waldman Shapiro LLP,1247 Waukegan Rd,,Glenview,IL,60025,United States,224-260-3000,224-260-3089,01/11/2018,Y
2018,13741,"John C. Corrigan & Associates, LLC",225 West Washington St.,Suite 2200,Chicago,IL,60606,United States,312-235-2800,312-235-2750,01/08/2016,Y
,20977,Next Realty,"5215 Old Orchard Road, Suite 880",Suite 880,Skokie,IL,60077,United States,8478812022,8478812022,01/11/2018,Y
2018,16181,"Siebert Cisneros Shank & Co., L.L.C.","111 East Wacker Drive, Suite 2605",,Chicago,IL,60601,United States,(312) 759-0400,(312) 759-0109,01/06/2017,Y
2018,12721,Andrade Consulting LLC,3910 N TROY ST,SUITE 2,CHICAGO,IL,60618,United States,7734434242,,06/15/2015,Y
2018,14801,"Westfield Airports, LLC",2049 Century Park East,41st FL,Century City,CA,90067,United States,310-445-2453,,05/20/2016,Y
2018,20979,"AMI Group, LLC",205 N Michigan Ave,Ste. 1910,Chicago,IL,60601,United States,312-262-6860,312-376-1847,01/11/2018,Y
2018,20971,"Fire Service Plus, Inc.",180 Etowah Trace,,Fayetteville,GA,30214,United States,7704607793,6786040107,01/11/2018,Y
2018,20381,"Jenner & Block, LLP","1099 New York AV, NW",Suite 900,Washington,DC,20001-4412,United States,(202) 639-6000,(202) 639-6066,08/29/2017,Y
2018,15421,Illinois Hospital Association,1151 East Warrenville Road,PO Box 3015,Naperville,IL,60566,United States,217-541-1161,,10/12/2016,Y
2018,16121,Jay Doherty,"210 E. Pearson St., #9B",,Chicago,IL,60611,United States,312-932-0338,312-654-0671,01/05/2017,Y
2018,11822,Ann & Robert H. Lurie Children's Hospital of Chicago,225 E Chicago Avenue,,Chicago,IL,60611,United States,312-227-4000,,11/26/2014,Y
2018,20978,"JCDecaux North America, Inc.",350 5th Ave.,73rd Floor,New York,NY,10118,United States,6468341200,,01/11/2018,Y
2018,14061,"J.J.B. Hilliard, W.L. Lyons, LLC","211 W Wacker Dr.,",Ste 1200,Chicago,IL,60606,United States,312-346-3570,312-977-4813,01/25/2016,Y
2018,4398,Northwestern Memorial Hospital,211 E. Ontario #1750,,Chicago,IL,60611,United States,312-926-9940,312-926-0370,,Y
2018,20976,"SLG Innovation, Inc.",30 South Wacker Drive,Suite 2200,Chicago,IL,60606,United States,630-803-2009,,01/11/2018,Y
2018,10187,Sears Holdings Corp.,3333 Beverly Rd.,B6-338A,Hoffman Estates,IL,60179,United States,8472861535,,01/14/2014,Y
,20970,SLG Innovation,30 South Wacker Drive,Suite 2200,Chicago,IL,60606,United States,630-803-2009,,01/10/2018,Y
2018,12085,"Chico & Nunes, P.C.","333 W. Wacker Dr., #1420",,Chicago,IL,60606,United States,312 463 1000,312 463 1001,01/16/2015,Y
2018,16243,James Sullivan,1400 Rue Paris Pl,,Invernes,IL,60067,United States,708-218-2183,,01/10/2017,Y
2018,4936,General Growth Properties,110 N. Wacker Dr.,,Chicago,IL,60611,United States,312-960-5144,312-960-5476,,Y
2018,4384,Thompson Coburn LLP,55 E Monroe - 37th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2018,7102,Rush Street Gaming LLC,900 N Michigan Ave,Ste. 1900,Chicago,IL,60611,United States,312-915-1001,312-915-1037,01/09/2013,Y
2018,15141,MoboTrex Inc,109 W 55th St.,,Davenport,IA,52806,United States,563-323-0009,,08/11/2016,Y
2018,20982,"Wells Fargo Bank, N.A.","1300 SW 5th Ave., 3rd Floor, Suite 350",MAC P6101-034,Portland,OR,97201,United States,503-886-1601,,01/12/2018,Y
2018,7081,"Fletcher, O'Brien, Kasper & Nottage, P.C.","222 N. LaSalle St., Suite 300",,Chicago,IL,60601,United States,(312) 704-3297,(312) 368-4944,01/09/2013,Y
2018,20980,Michael  Mullen,1340 Ridgewood Dtive,,Northbrook,IL,60062,United States,(773) 350-2809,,01/12/2018,Y
2018,5504,"PNC Bank, National Association",1 N Franklin St,,Chicago,IL,60606,United States,312-338-2235,,07/13/2012,Y
2018,11521,"Daley and Georges, Ltd.",20 S. Clark St.,Suite 400,Chicago,IL,60603,United States,312-726-8797,312-726-8819,09/08/2014,Y
2018,4218,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262,,Y
2018,19541,"MAB Strategies, Inc",33 N. LaSalle St.,Suite 3300,Chicago,IL,60602,United States,7732510384,,07/13/2017,Y
2018,16666,Fox Swibel Levin & Carroll LLP,200 West Madison Street,,Chicago,IL,60069,United States,312-224-1200,312-224-1201,01/18/2017,Y
,20881,William Singer,300 N. LaSalle Street,Suite 3900,Chicago,IL,60654,United States,312-862-2142,,12/27/2017,Y
,4205,"Wells Fargo Bank, NA","230 W. Monroe St., Ste. 2450",,Chicago,Il,60606,United States,312-845-4587,312-762-9024,,Y
2018,20985,Terry Gabinski,1817 W. Oakdale,,Chicago,IL,60657,United States,773-520-0322,773-477-6683,01/13/2018,Y
2018,5801,"Citibank, N.A.",388 Greenwich St.,22nd Floor,New York,NY,10013,United States,(212) 816-3656,,08/24/2012,Y
2018,20984,"Next Generation, Inc.",800 West 5th Avenue,Suite 202,Naperville,IL,60563,United States,312-739-0520,312-739-0523,01/13/2018,Y
2018,20986,William Filan,321 N. Clark #2800,,Chicago,IL,60654,United States,3128324391,312-832-4700,01/14/2018,Y
2018,12062,"Foster Interstate Media, Inc.","1111 Broadway, Suite 1515",,Oakland,CA,94607,United States,510-832-7070,510-832-7071,01/09/2015,Y
2018,4527,MKM Services,308 Circle Avenue,,Forest Park,IL,60130,United States,708-366-1250,708-366-1250,,Y
2018,17841,"United Airlines, Inc.",233 South Wacker Drive,,Chicago,IL,60606,United States,(872)  825-4000,,03/16/2017,Y
2018,7430,"Rory Group, LLC.",212 W. Washington Street,Suite 1904,Chicago,IL,60606,United States,312-726-1400,,01/16/2013,Y
,20981,William Singer,300 N. LaSalle Street,Suite 3900,Chicago,IL,60654,United States,312-862-2142,312-862-2200,01/12/2018,Y
2018,20987,Meltzer Purtill & Stelle LLC,1515 E. Woodfield Road,Suite 250,Schaumburg,IL,60173,United States,8473306056,8473301231,01/15/2018,Y
2018,17943,"Churchill Downs, Inc.",600 North Hurstbourne Pkwy,Suite 400,Lousiville,KY,40222,United States,5026364410,,03/22/2017,Y
2018,4354,Mayer Brown LLP,71 S. Wacker Drive,,Chicago,IL,60606,United States,312-782-0600,312-701-7711,,Y
2018,7550,"Silliman Group, LLC",32 N Dean Street,,Englewood,NJ,07631,United States,201-541-8003,,01/21/2013,Y
2018,18301,Spirit Airlines,2800 Executive Way,,Miramar,FL,33025,United States,(954) 447-7920,,04/12/2017,Y
2018,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,,11/26/2013,Y
2018,13702,Meltzer Purtill & Stelle,300 South Wacker Drive,Suite 2300,Chicago,IL,60606,United States,3124616194,3129879854,01/07/2016,Y
2018,21004,Catherine O&#039;Malley,2903 N Wolcott Ave,Suite B,Chicago,IL,60657,United States,312-307-4206,773-388-8425,01/16/2018,Y
2018,21001,William Griffin,2124 N. Cleveland Ave,,Chicago,IL,60614,United States,312-222-1500,,01/16/2018,Y
2018,14441,Dentons US LLP,233 S. Wacker,,Chicago,IL,60606,United States,312 876 8000,,03/02/2016,Y
2018,17141,"Reyahd Kazmi - Kazmi Advisors, LLC",1510 W. Grand Ave.,Unit 3E,Chicago,IL,60642,United States,7733775358,,02/01/2017,Y
2018,18861,The Huntington Investment Company,41 S. High Street,7th Floor,Columbus,OH,43215,United States,800-322-4600,,05/15/2017,Y
2018,4107,Freeborn & Peters LLP,"311 S. Wacker Dr., Ste. 3000",,Chicago,IL,60606,United States,312-360-6000,312-360-6520,,Y
2018,13802,"Lawrence J. Suffredin, Jr.","111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4120,312-527-2012,01/12/2016,Y
2018,10206,Hospitality Business Association of Chicago,3023 N Clark Street,#276,Chicago,IL,60657,United States,312-494-5880,312-264-0856,01/15/2014,Y
2018,6981,Robert S. Molaro & Associates,6808 W. Archer Ave.,,Chicago,IL,60638,United States,773-229-0400,773-229-0118,01/07/2013,Y
2018,8042,Baker & Hostetler,1050 Connecticut Ave,Suite 1100,Washington,DC,20036,United States,2028611500,,03/15/2013,Y
2018,17621,SEIU Local 1,111 E. Wacker Dr. # 1700,,Chicago,IL,60601,United States,312-233-8791,312-233-8837,03/01/2017,Y
2018,17421,Forde Law Offices LLP,111 W Washington St,Ste 1100,Chicago,IL,60602,United States,312,,02/16/2017,Y
2018,6941,Kohlberg Kravis Roberts & Co. L.P.,9 west 57th st,,New York,NY,10019,United States,212-750-8300,212-750-0003,01/04/2013,Y
2018,21005,Robert Repel,737 W. Washington,,Chicago,IL,60661,United States,312-993-2820,312-993-2821,01/16/2018,Y
2018,4545,Quarles & Brady LLP,"300 N. LaSalle, Ste. 4000",,Chicago,IL,60654,United States,312-715-5037,312-632-1737,,Y
2018,11801,Alliance of Automobile Manufacturers,803 7th Street NW,Suite 300,Washington,DC,20001,United States,202-326-5500,,11/21/2014,Y
2018,21003,DLA Piper LLP (US),444 W. Lake Street,,Chicago,IL,60606,United States,312-368-4000,,01/16/2018,Y
2018,21008,"Merrill Lynch, Pierce, Fenner & Smith, Inc.",380 Knollwood St,Suite 201,Winston-Salem,NC,27103,United States,336-930-2503,,01/17/2018,Y
2018,12162,Nixon Peabody LLP,"70 W. Madison, Ste. 3500",,Chicago,IL,60602,United States,312-977-4400,312-977-4405,02/05/2015,Y
2018,21010,"United Airlines, Inc.",233 South Wacker Drive,,Chicago,IL,60606,United States,(872)  825-4000,,01/17/2018,Y
2018,7481,Illinois Bankers Association,194 E. Delaware Place,Suite 500,Chicago,IL,60611,United States,3123473400,,01/17/2013,Y
2018,21012,Singer Consulting LLC,300 N. LaSalle Street,Suite 3900,Chicago,IL,60654,United States,312-862-2142,312-862-2200,01/17/2018,Y
2018,7553,"Tawani Enterprises, Inc.",104 South Michigan Avenue,Suite 500,Chicago,IL,60603,United States,(312) 374-9400,,01/21/2013,Y
2018,15241,Thermo Fisher Scientific,One Thermo Fisher Way,,Oakwood Village,OH,44146,United States,8002744212,,08/23/2016,Y
2018,16742,"Stifel, Nicolaus & Company, Incorporated","70 West Madison Street,",Ste 2400,Chicago,IL,60602,United States,2134435210,2134435210,01/19/2017,Y
2018,6581,"Foster Interstate Media, Inc","1111 Broadway, Suite 1515",,Oakland,CA,94607,United States,510 832-7070,510 832-7071,11/02/2012,Y
2018,16861,Cummins Sales and Service,7145 Santa Fe Drive,,Hodgkins,IL,60525,United States,708-482-2876,708-482-6455,01/21/2017,Y
2018,21009,"United Airlines, Inc.",233 South Wacker Drive,,Chicago,IL,60606,United States,(872) 825-4000,,01/17/2018,Y
2018,4232,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397,,Y
2018,4090,"Intergovernmental Consulting Group, Inc",6808 W. Archer Ave,,Chicago,IL,60638,United States,773-586-8181,773-586-8182,,Y
2018,21007,"Bank of America, N.A.",380 Knollwood Street,Suite 201,Winston-Salem,NC,27103,United States,336-930-2503,,01/17/2018,Y
2018,16221,"Harvestons Securities, Inc.","8301 E. Prentice Ave, Ste. 305",,Greenwood Village,CO,80111,United States,3038328887,,01/09/2017,Y
2018,21006,"Tri-Angle Fabrication & Body Co., Inc.",1344 W. 43rd Street,,Chicago,IL,60609,United States,7735230421,7735238802,01/17/2018,Y
2018,20301,"Acosta Ezgur, LLC",1030 W. Chicago Ave,3rd Floor,Chicago,IL,60642,United States,3126878896,,08/25/2017,Y
2018,4497,Walgreen Co.,104 Wilmot Rd,,Deeerfield,IL,60015,United States,847-315-4863,847-315-4417,,Y
2018,13969,"Urban Strategies, Inc.",212 W. Washington St.,Suite 1904,Chicago,IL,60606,United States,3127261400,3127261405,01/20/2016,Y
2018,12107,Silver Law Office PC,1700 W Irving Park Road,Suite 102,Chicago,IL,60613,United States,7738329550,773-832-9552,01/22/2015,Y
2018,20967,Baker & McKenzie LLP,300 E. Randolph,Suite 5000,Chicago,IL,60601,United States,312-861-2646,312-698-2969,01/10/2018,Y
2018,7401,"Scofes & Associates Consulting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536,517-485-2550,01/16/2013,Y
2018,21011,Lewis Powell,53 W. Jackson,Ste. 1222,Chicago,IL,60604,United States,312-987-9737,312-987-9093,01/17/2018,Y
2018,19521,Sanofi US,"55 Corporate Drive, MS 5A-500A",P.O. Box 5925,Bridgewater,NJ,08807,United States,501-868-3380,501-868-3381,07/12/2017,Y
2018,7321,"Chicago Beverage Systems, L.L.C.",441 N. Killbourn Avenue,,Chicago,IL,60624,United States,(773) 826-4100,,01/15/2013,Y
2018,13526,"Exelon Generation Company, LLC",300 Exelon Way,,Kennett Square,PA,19348,United States,610-765-6920,610-765-6921,12/23/2015,Y
2018,21014,Exxon Mobil Corporation,"c/o 2350 Kerner Blvd., Ste 250",,San Rafael,CA,94901,United States,415-389-6800,415-388-6874,01/18/2018,Y
2018,21018,"Amazon.com, Inc.",601 New Jersey Avenue NW,Suite 900,Washington,DC,20001,United States,202-442-2293,,01/18/2018,Y
2018,15521,Pfizer Inc.,c/o 28 Liberty Ship Way,Suite 2815,Sausalito,CA,94965,United States,415-903-2800,,11/02/2016,Y
2018,13968,"Samuel A. Ramirez & Co., Inc.","200 N. LaSalle St., Ste. 1900",,Chicago,IL,60601,United States,312-630-2002,312-630-2005,01/20/2016,Y
2018,14881,Paul Colgan,20 Danada Sq W #173,,Wheaton,IL,60189,United States,312-259-9114,,05/23/2016,Y
2018,20341,Xerox Corporation,"1800 M Street, NW","North Tower, 5th Floor",Washington,DC,20036,United States,703-328-4994,,08/28/2017,Y
2018,9923,U.S. Bank National Association,800 Nicollet Mall,,Minneapolis,MN,55402,United States,612-303-9082,,01/02/2014,Y
2018,14141,General Motors LLC,"25 Massachusetts Avenue, NW",Sutie 400,Washington,DC,20001,United States,202-775-5056,,01/27/2016,Y
2018,21016,U.S. Bank National Associaton,800 Nicollet Mall,,Minneapolis,MN,55402,United States,(612)303-9082,,01/18/2018,Y
2018,16601,U.S. Bank National Association,800 Nicollet Mall,,Minneapolis,MN,55402,United States,(612)303-9082,,01/18/2017,Y
2018,16802,"Reyes Kurson, Ltd.",328 South Jefferson Street,Suite 909,Chicago,IL,60661,United States,312-332-0055,312-332-0419,01/20/2017,Y
2018,14161,BNY Mellon,"222 Liberty Street, 22nd Floor",,New York,NY,10286,United States,2126358202,,01/28/2016,Y
2018,21013,John  O&#039;Connell,P.O.Box 460,,Western Springs,IL,60558,United States,708-267-3087,708-246-2247,01/18/2018,Y
2018,21020,Foley & Lardner LLP,321 N. Clark St,Ste 2800,Chicago,IL,60654,United States,312-832-4375,312-832-4700,01/18/2018,Y
2018,16041,Daspin & Aument LLP,300 S. Wacker Drive,Suite 2200,Chicago,IL,60606,United States,312-258-1600,312-258-1955,01/04/2017,Y
2018,10922,"Schain, Banks, Kenny & Schwartz, Ltd.",70 W. Madison Street,Suite 5300,Chicago,IL,60602,United States,312.345.5700,,04/01/2014,Y
2018,14782,Morgan Stanley Infrastructure Inc.,1585 Broadway,,New York,NY,10036,United States,(212) 761-4000,,05/18/2016,Y
2018,20654,"Boni, Inc.",222 W Merchandise Mart Plaza,Suite 1212,Chicago,IL,60654,United States,3122599114,,10/25/2017,Y
2018,20761,Conduent Incorporated,"750 1st Street, N.E",Suite 1020,Washington,DC,20002,United States,(703) 328-4994,,12/06/2017,Y
2018,12801,Morgan Stanley Investment Management Inc.,522 Fifth Avenue,,New York,NY,10036,United States,(212) 761-4000,,06/29/2015,Y
,20882,Law Offices of Latasha R. Thomas,1507 E. 53rd Street,Suite 885,Chicago,IL,60615,United States,312-863-1433,866-289-0870,12/27/2017,Y
2018,17341,"Lyft, Inc.",185 Berry Street,Suite 5000,San Francisco,CA,94107,United States,707-849-0741,,02/08/2017,Y
2018,12099,Sidley Austin LLP,One South Dearborn,,Chicago,IL,60603,United States,3128534091,3128537036,01/20/2015,Y
2018,8541,PNC Capital Markets LLC,225 Fifth Ave,,Pittsburgh,PA,15222,United States,312-338-2262,312-338-8127,06/04/2013,Y
,19102,"Sterling Bay, LLC",1040 West Randolph Street,,Chicago,IL,60607,United States,3128498609,,05/30/2017,Y
2018,10183,Taft Stettinius & Hollister LLP,111 E. Wacker Drive,Suite 2800,Chicago,IL,60601,United States,(312) 527-4000,(312) 527-4011,01/14/2014,Y
2018,21017,"S4 Group, LLC",30 NORTH LASALLE ST #4030,,Chicago,IL,60602,United States,(312) 796-6700,,01/18/2018,Y
2018,21015,Target Corporation,1000 Nicollet Mall,TPN 842,Minneapolis,MN,55403,United States,612-761-7030,,01/18/2018,Y
2018,4134,"ALL-CIRCO, Inc.","670 N. Clark St., 4th Flr",,Chicago,IL,60654,United States,312-344-2791,312-277-3939,,Y
2018,9121,U.S. Bancorp,800 Nicollet Mall,BC-MN-H15F,Minneapolis,MN,55402,United States,612-303-9082,,08/05/2013,Y
2017,21028,"Airbnb, Inc.","c/o Nielsen Merksamer, et al.","2350 Kerner Blvd., Ste. 250",San Rafael,CA,94901,United States,4153896800,,01/19/2018,Y
2018,21024,Grant Park Global,1415 West 22nd Street,Tower Floor,Oak Brook,IL,60523,United States,3128822542,,01/19/2018,Y
2018,17821,"Rigaku Analytical Devices, Inc","30 Upton Drive, Suite 2",,Wilmington,MA,01887,United States,7813281024,,03/15/2017,Y
2018,21035,Google LLC and its Affiliates,"c/o 28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,United States,(415) 903-2800,(415) 610-7604,01/19/2018,Y
2018,19061,"Simpson Dattilo, LLC",5680 S. Archer Avenue,Suite 200,Chicago,IL,60638,United States,(312) 523-9507,,05/24/2017,Y
2018,15781,JPMorgan Chase Holdings LLC,270 PARK AVENUE,,NEW YORK,NY,10017,United States,212-270-5906,,12/21/2016,Y
2018,6445,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,,10/21/2012,Y
2018,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
,21027,Becky Reece,1025 W Sunnyside Ave Ste 300,,Chicago,IL,60640-5684,United States,3125613800,3125613800,01/19/2018,Y
2018,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2018,21023,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities",4000 South Morgan Street,,Chicago,IL,60609,United States,773-843-2064,,01/19/2018,Y
,18542,CEDARst,1025 W Sunnyside Ave,Suite 300,Chicago,IL,60640,United States,312-506-3200,,04/28/2017,Y
2018,15581,Apple Inc.,c/o Politicom Law LLP,"28 Liberty Ship Way, Suite 2815",Sausalito,CA,94965,United States,415-903-2800,415-610-7604,11/29/2016,Y
2017,21025,Mark Heffron,1025 W Sunnyside Ave Ste 300,,Chicago,IL,60640,United States,3125063242,,01/19/2018,Y
2018,16641,Nicolay & Dart LLC,980 N. Michigan Avenue,Suite 1900,Chicago,IL,60611-7505,United States,312-701-0221,312-610-7200,01/18/2017,Y
2018,13950,McGuireWoods Consulting,"77 W Wacker, Suite 4100",,Chicago,IL,60601,United States,312.849.8100,,01/19/2016,Y
2018,16821,"Autodesk, Inc.","c/o 2350 Kerner Blvd., Ste. 250",,San Rafael,CA,94901,United States,4153896800,4153886874,01/20/2017,Y
2018,4320,AFSCME Council 31,"205 N. Michigan Ave., Ste. 2100",,Chicago,IL,60601,United States,312-641-6060,312-861-1672,,Y
2018,11441,Marathon Petroleum Company LP (subsidiaries & affiliates),539 S. Main Street,,Findlay,OH,45840,United States,(419) 421-3757,,07/25/2014,Y
2018,4269,Northern Trust Corporation,"50 South LaSalle, St. M-9",,Chicago,IL,60603,United States,312-444-3965,312-630-1596,,Y
2018,16822,"KeyBanc Capital Markets, Inc",127 Public Square,,Cleveland,OH,44114,United States,216-689-5401,,01/20/2017,Y
2018,21031,"J.J.B. Hilliard, W.L. Lyons, LLC",500 W. Jefferson Street,Ste 700,Louisville,KY,40202,United States,502.588.1829,502.588.8470,01/19/2018,Y
2018,5122,Building Owners and Managers Association of Chicago (BOMA/Chicago),115 S LaSalle,Ste. 2300,Chicago,IL,60603,United States,312-870-9611,312-870-9601,06/12/2012,Y
2018,19581,Facebook Inc.,c/o Politicom Law LLP,"28 Liberty Ship Way, Suite 2815",Sausalito,CA,94965,United States,415-903-2800,,07/18/2017,Y
2018,15081,"Applegate & Thorne-Thomsen, PC",440 S. LaSalle Street,Suite 1900,Chicago,IL,60605,United States,312-491-4400,312-491-4411,07/28/2016,Y
2018,10861,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,,03/24/2014,Y
2018,20481,TGH Consulting,8353 South Vernon Ave,,Chicago,IL,60619,United States,(773) 213-2868,,09/25/2017,Y
2018,21034,Tribune Media Company,515 N State Street,24th Floor,Chicago,IL,60654,United States,415-389-6800,415-388-6874,01/19/2018,Y
2018,10961,"Government Navigation Group, Inc","213 W Institute Place, Suite 404",,Chicago,IL,60610,United States,312-654-3000,312-654-3003,04/06/2014,Y
2018,19743,"Dan Shomon, Inc.",55 E. Monroe,Suite 3800,Chicago,IL,60603,United States,3128817795,3122768950,07/25/2017,Y
2018,20983,American Airlines,4333 Amon Carter Blvd,MD-5673,Fort Worth,TX,76155,United States,817 967 1575,,01/12/2018,Y
2018,21033,Tribune Media Company,515 N State Street,24th Floor,Chicago,IL,60654,United States,415-389-6800,415-388-6874,01/19/2018,Y
2018,14821,American Beverage Association,1275 Pennsylvania Avenue NW,Suite 1100,Washington,DC,20004,United States,4153896800,4153886874,05/20/2016,Y
2018,20821,Ice Miller LLP,200 West Madison,Suite 3500,Chicago,IL,60606-3417,United States,3127261567,3127267102,12/13/2017,Y
2018,10278,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA ),"650  W. Lake , Ste. 415",,Chicago,IL,60661,United States,312-575-0389,,01/17/2014,Y
2018,21032,CIBC,120 S. LaSalle Street,,Chicago,IL,60603,United States,3125646885,,01/19/2018,Y
2018,19262,"Axon Enterprise, Inc.","c/o 28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,United States,(415) 903-2800,(415) 610-7604,06/20/2017,Y
2018,19081,"JLD Consulting Group, LLC",77 W. Washington St.,Ste 2120,Chicago,IL,60602,United States,3126004007,,05/25/2017,Y
2018,4827,KeyBank National Association,127 Public Square,,Cleveland,OH,44114,United States,216-689-3420,216-689-4672,,Y
