"","ALDERMAN","LOBBYIST_NAME","cont_to_aldermen","CLIENT_NAME","total_comp","pathString"
"2898","RICARDO MUNOZ","MICHAEL KASPER",500,"UNITED PARCEL SERVICE",480000,"RICARDO MUNOZ/MICHAEL KASPER/UNITED PARCEL SERVICE"
"2899","RICARDO MUNOZ","THOMAS MURPHY",500,"CITYBASE LLC",55000,"RICARDO MUNOZ/THOMAS MURPHY/CITYBASE LLC"
"2900","RICARDO MUNOZ","THOMAS MURPHY",500,"FGP ATELIER",12000,"RICARDO MUNOZ/THOMAS MURPHY/FGP ATELIER"
"2901","RICARDO MUNOZ","THOMAS MURPHY",500,"MILLERCOORS LLC",60000,"RICARDO MUNOZ/THOMAS MURPHY/MILLERCOORS LLC"
"2902","RICARDO MUNOZ","THOMAS MURPHY",500,"NORFOLK SOUTHERN CORPORATION",108000,"RICARDO MUNOZ/THOMAS MURPHY/NORFOLK SOUTHERN CORPORATION"
"2903","RICARDO MUNOZ","THOMAS MURPHY",500,"NORTHWESTERN MEMORIAL HOSPITAL",28000,"RICARDO MUNOZ/THOMAS MURPHY/NORTHWESTERN MEMORIAL HOSPITAL"
"2904","RICARDO MUNOZ","THOMAS MURPHY",500,"RCN TELECOM SERVICES OF IL",31500,"RICARDO MUNOZ/THOMAS MURPHY/RCN TELECOM SERVICES OF IL"
"2905","RICARDO MUNOZ","THOMAS MURPHY",500,"SP PLUS CORPORATION",270000,"RICARDO MUNOZ/THOMAS MURPHY/SP PLUS CORPORATION"
"2906","RICARDO MUNOZ","THOMAS MURPHY",500,"WALGREENS",90000,"RICARDO MUNOZ/THOMAS MURPHY/WALGREENS"
"2907","RICARDO MUNOZ","WILLIAM BANKS",250,"ANDRZEJ CHRACA",1625,"RICARDO MUNOZ/WILLIAM BANKS/ANDRZEJ CHRACA"
"2908","RICARDO MUNOZ","WILLIAM BANKS",250,"AUTO TECX REAL ESTATE INC",1800,"RICARDO MUNOZ/WILLIAM BANKS/AUTO TECX REAL ESTATE INC"
"2909","RICARDO MUNOZ","WILLIAM BANKS",250,"CYNTHIA VALLES",3837.5,"RICARDO MUNOZ/WILLIAM BANKS/CYNTHIA VALLES"
"2910","RICARDO MUNOZ","WILLIAM BANKS",250,"GREG NEWSOME",475,"RICARDO MUNOZ/WILLIAM BANKS/GREG NEWSOME"
"2911","RICARDO MUNOZ","WILLIAM BANKS",250,"KIMBALL BRYN MAWR STORES LLC",7650,"RICARDO MUNOZ/WILLIAM BANKS/KIMBALL BRYN MAWR STORES LLC"
"2912","RICARDO MUNOZ","WILLIAM BANKS",250,"MCDONALD'S CORPORATION",10505,"RICARDO MUNOZ/WILLIAM BANKS/MCDONALD'S CORPORATION"
"2913","RICARDO MUNOZ","WILLIAM BANKS",250,"SEIU LOCAL 1",31376.25,"RICARDO MUNOZ/WILLIAM BANKS/SEIU LOCAL 1"
"2914","ROBERTO MALDONADO","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"ROBERTO MALDONADO/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"2915","RODERICK SAWYER","COURTNEY NOTTAGE",500,"ACADEMY FOR URBAN SCHOOL LEADERSHIP",45000,"RODERICK SAWYER/COURTNEY NOTTAGE/ACADEMY FOR URBAN SCHOOL LEADERSHIP"
"2916","RODERICK SAWYER","COURTNEY NOTTAGE",500,"AIRBNB",225000,"RODERICK SAWYER/COURTNEY NOTTAGE/AIRBNB"
"2917","RODERICK SAWYER","COURTNEY NOTTAGE",500,"AMERICAN BEVERAGE ASSOCIATION",450000,"RODERICK SAWYER/COURTNEY NOTTAGE/AMERICAN BEVERAGE ASSOCIATION"
"2918","RODERICK SAWYER","COURTNEY NOTTAGE",500,"ANDELL INC",176000,"RODERICK SAWYER/COURTNEY NOTTAGE/ANDELL INC"
"2919","RODERICK SAWYER","COURTNEY NOTTAGE",500,"CHICAGO FIRE SOCCER HOLDINGS LLC",24000,"RODERICK SAWYER/COURTNEY NOTTAGE/CHICAGO FIRE SOCCER HOLDINGS LLC"
"2920","RODERICK SAWYER","COURTNEY NOTTAGE",500,"CITIGROUP GLOBAL MARKETS INC",175500,"RODERICK SAWYER/COURTNEY NOTTAGE/CITIGROUP GLOBAL MARKETS INC"
"2921","RODERICK SAWYER","COURTNEY NOTTAGE",500,"DCI GROUP AZ LLC",90000,"RODERICK SAWYER/COURTNEY NOTTAGE/DCI GROUP AZ LLC"
"2922","RODERICK SAWYER","COURTNEY NOTTAGE",500,"DELAWARE NORTH COMPANIES",300015,"RODERICK SAWYER/COURTNEY NOTTAGE/DELAWARE NORTH COMPANIES"
"2923","RODERICK SAWYER","COURTNEY NOTTAGE",500,"DOMINION VOTING SYSTEMS INC",225000,"RODERICK SAWYER/COURTNEY NOTTAGE/DOMINION VOTING SYSTEMS INC"
"2924","RODERICK SAWYER","COURTNEY NOTTAGE",500,"FAMILY GUIDANCE CENTERS INC",15000,"RODERICK SAWYER/COURTNEY NOTTAGE/FAMILY GUIDANCE CENTERS INC"
"2925","RODERICK SAWYER","COURTNEY NOTTAGE",500,"HVJT CONSULTING LLC",72000,"RODERICK SAWYER/COURTNEY NOTTAGE/HVJT CONSULTING LLC"
"2926","RODERICK SAWYER","COURTNEY NOTTAGE",500,"KINDER MORGAN INC",40000,"RODERICK SAWYER/COURTNEY NOTTAGE/KINDER MORGAN INC"
"2927","RODERICK SAWYER","COURTNEY NOTTAGE",500,"LA RABIDA CHILDREN'S HOSPITAL",265000,"RODERICK SAWYER/COURTNEY NOTTAGE/LA RABIDA CHILDREN'S HOSPITAL"
"2928","RODERICK SAWYER","COURTNEY NOTTAGE",500,"LOGAN JONES LP",112500,"RODERICK SAWYER/COURTNEY NOTTAGE/LOGAN JONES LP"
"2929","RODERICK SAWYER","COURTNEY NOTTAGE",500,"MCDONALD'S USA LLC",96000,"RODERICK SAWYER/COURTNEY NOTTAGE/MCDONALD'S USA LLC"
"2930","RODERICK SAWYER","COURTNEY NOTTAGE",500,"PFIZER INC",270000,"RODERICK SAWYER/COURTNEY NOTTAGE/PFIZER INC"
"2931","RODERICK SAWYER","COURTNEY NOTTAGE",500,"PRESENCE HEALTH",337500,"RODERICK SAWYER/COURTNEY NOTTAGE/PRESENCE HEALTH"
"2932","RODERICK SAWYER","COURTNEY NOTTAGE",500,"SMG",45000,"RODERICK SAWYER/COURTNEY NOTTAGE/SMG"
"2933","RODERICK SAWYER","COURTNEY NOTTAGE",500,"TED WYNN",112500,"RODERICK SAWYER/COURTNEY NOTTAGE/TED WYNN"
"2934","RODERICK SAWYER","COURTNEY NOTTAGE",500,"TUK TUK CHICAGO",210000,"RODERICK SAWYER/COURTNEY NOTTAGE/TUK TUK CHICAGO"
"2935","RODERICK SAWYER","COURTNEY NOTTAGE",500,"UBER",540000,"RODERICK SAWYER/COURTNEY NOTTAGE/UBER"
"2936","RODERICK SAWYER","COURTNEY NOTTAGE",500,"UNITED PARCEL SERVICE",450000,"RODERICK SAWYER/COURTNEY NOTTAGE/UNITED PARCEL SERVICE"
"2937","RODERICK SAWYER","DONALD WILLIAMS",200,"MCDONALD'S CORPORATION",42000,"RODERICK SAWYER/DONALD WILLIAMS/MCDONALD'S CORPORATION"
"2938","RODERICK SAWYER","DONALD WILLIAMS",200,"UNITED AIRLINES",12500,"RODERICK SAWYER/DONALD WILLIAMS/UNITED AIRLINES"
"2939","RODERICK SAWYER","JOHN D'ALESSANDRO",555,"CLEAR",130000,"RODERICK SAWYER/JOHN D'ALESSANDRO/CLEAR"
"2940","RODERICK SAWYER","JOHN DOERRER",1110,"AMERICAN PETROLIUM INSTITUTE",63000,"RODERICK SAWYER/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"2941","RODERICK SAWYER","JOHN DOERRER",1110,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"RODERICK SAWYER/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"2942","RODERICK SAWYER","JOHN DOERRER",1110,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"RODERICK SAWYER/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"2943","RODERICK SAWYER","JOHN DOERRER",1110,"GILBANE BUILDING CO.",10000,"RODERICK SAWYER/JOHN DOERRER/GILBANE BUILDING CO."
"2944","RODERICK SAWYER","JOHN DOERRER",1110,"HEXAGON SI",84000,"RODERICK SAWYER/JOHN DOERRER/HEXAGON SI"
"2945","RODERICK SAWYER","JOHN DOERRER",1110,"LIMEBIKE",18000,"RODERICK SAWYER/JOHN DOERRER/LIMEBIKE"
"2946","RODERICK SAWYER","JOHN DOERRER",1110,"MCDONALD'S CORPORATION",7500,"RODERICK SAWYER/JOHN DOERRER/MCDONALD'S CORPORATION"
"2947","RODERICK SAWYER","JOHN DOERRER",1110,"SHORELINE SIGHTSEEING",31500,"RODERICK SAWYER/JOHN DOERRER/SHORELINE SIGHTSEEING"
"2948","RODERICK SAWYER","JOHN DOERRER",1110,"UNITED AIRLINES",20000,"RODERICK SAWYER/JOHN DOERRER/UNITED AIRLINES"
"2949","RODERICK SAWYER","JOHN DOERRER",1110,"VIA TRANSPORTATION INC",84000,"RODERICK SAWYER/JOHN DOERRER/VIA TRANSPORTATION INC"
"2950","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ACCEL ENTERTAINMENT",30000,"RODERICK SAWYER/JOHN KELLY, JR./ACCEL ENTERTAINMENT"
"2951","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ADTALEM GLOBAL EDUCATION",56000,"RODERICK SAWYER/JOHN KELLY, JR./ADTALEM GLOBAL EDUCATION"
"2952","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ARCHER DANIELS MIDLAND",3e+05,"RODERICK SAWYER/JOHN KELLY, JR./ARCHER DANIELS MIDLAND"
"2953","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ASSOCIATION FOR ACCESSIBLE MEDICINES",452000,"RODERICK SAWYER/JOHN KELLY, JR./ASSOCIATION FOR ACCESSIBLE MEDICINES"
"2954","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ATHLETICO PHYSICAL THERAPY",216000,"RODERICK SAWYER/JOHN KELLY, JR./ATHLETICO PHYSICAL THERAPY"
"2955","RODERICK SAWYER","JOHN KELLY, JR.",3000,"BANK OF AMERICA CORPORATION",150000,"RODERICK SAWYER/JOHN KELLY, JR./BANK OF AMERICA CORPORATION"
"2956","RODERICK SAWYER","JOHN KELLY, JR.",3000,"BANK OF AMERICA NA",30000,"RODERICK SAWYER/JOHN KELLY, JR./BANK OF AMERICA NA"
"2957","RODERICK SAWYER","JOHN KELLY, JR.",3000,"BLACKSTONE ADMINISTRATIVE SERVICES L. P.",420000,"RODERICK SAWYER/JOHN KELLY, JR./BLACKSTONE ADMINISTRATIVE SERVICES L. P."
"2958","RODERICK SAWYER","JOHN KELLY, JR.",3000,"BREAKTHRU BEVERAGE ILLINOIS",252000,"RODERICK SAWYER/JOHN KELLY, JR./BREAKTHRU BEVERAGE ILLINOIS"
"2959","RODERICK SAWYER","JOHN KELLY, JR.",3000,"CHICAGO WHITE SOX, LTD.",21000,"RODERICK SAWYER/JOHN KELLY, JR./CHICAGO WHITE SOX, LTD."
"2960","RODERICK SAWYER","JOHN KELLY, JR.",3000,"COYOTE LOGISTICS",270000,"RODERICK SAWYER/JOHN KELLY, JR./COYOTE LOGISTICS"
"2961","RODERICK SAWYER","JOHN KELLY, JR.",3000,"CVS CAREMARK CORP",360000,"RODERICK SAWYER/JOHN KELLY, JR./CVS CAREMARK CORP"
"2962","RODERICK SAWYER","JOHN KELLY, JR.",3000,"ELECTION SYSTEMS & SOFTWARE LLC",281000,"RODERICK SAWYER/JOHN KELLY, JR./ELECTION SYSTEMS & SOFTWARE LLC"
"2963","RODERICK SAWYER","JOHN KELLY, JR.",3000,"FAMILY GUIDANCE CENTERS INC",376000,"RODERICK SAWYER/JOHN KELLY, JR./FAMILY GUIDANCE CENTERS INC"
"2964","RODERICK SAWYER","JOHN KELLY, JR.",3000,"KARIS CAPITAL LLC",15000,"RODERICK SAWYER/JOHN KELLY, JR./KARIS CAPITAL LLC"
"2965","RODERICK SAWYER","JOHN KELLY, JR.",3000,"KNIGHT ENGINEERS AND ARCHITECTS INC",216000,"RODERICK SAWYER/JOHN KELLY, JR./KNIGHT ENGINEERS AND ARCHITECTS INC"
"2966","RODERICK SAWYER","JOHN KELLY, JR.",3000,"NORESCO LLC",639000,"RODERICK SAWYER/JOHN KELLY, JR./NORESCO LLC"
"2967","RODERICK SAWYER","JOHN KELLY, JR.",3000,"PRICEWATERHOUSECOOPERS LLP",630000,"RODERICK SAWYER/JOHN KELLY, JR./PRICEWATERHOUSECOOPERS LLP"
"2968","RODERICK SAWYER","JOHN KELLY, JR.",3000,"UNITED AIRLINES",120000,"RODERICK SAWYER/JOHN KELLY, JR./UNITED AIRLINES"
"2969","RODERICK SAWYER","JOHN KELLY, JR.",3000,"UNITED CENTER JOINT VENTURE",72000,"RODERICK SAWYER/JOHN KELLY, JR./UNITED CENTER JOINT VENTURE"
"2970","RODERICK SAWYER","JOHN KELLY, JR.",3000,"VELVET TACO DEVELOPMENT & CONSTRUCTION",1e+05,"RODERICK SAWYER/JOHN KELLY, JR./VELVET TACO DEVELOPMENT & CONSTRUCTION"
"2971","RODERICK SAWYER","JOHN KELLY, JR.",3000,"WEC ENERGY GROUP INC",360000,"RODERICK SAWYER/JOHN KELLY, JR./WEC ENERGY GROUP INC"
"2972","RODERICK SAWYER","LANGDON NEAL",1000,"1318 NORTH  CLEAVER LLC",3400,"RODERICK SAWYER/LANGDON NEAL/1318 NORTH  CLEAVER LLC"
"2973","RODERICK SAWYER","LANGDON NEAL",1000,"1318 NORTH CLEAVER LLC",5475,"RODERICK SAWYER/LANGDON NEAL/1318 NORTH CLEAVER LLC"
"2974","RODERICK SAWYER","LANGDON NEAL",1000,"931 WEST 19 LLC",43850,"RODERICK SAWYER/LANGDON NEAL/931 WEST 19 LLC"
"2975","RODERICK SAWYER","LANGDON NEAL",1000,"A-1 CAR WASH DETAILING",6925,"RODERICK SAWYER/LANGDON NEAL/A-1 CAR WASH DETAILING"
"2976","RODERICK SAWYER","LANGDON NEAL",1000,"ALISA STARKS",9600,"RODERICK SAWYER/LANGDON NEAL/ALISA STARKS"
"2977","RODERICK SAWYER","LANGDON NEAL",1000,"ASCEND REAL ESTATE GROUP LLC",1100,"RODERICK SAWYER/LANGDON NEAL/ASCEND REAL ESTATE GROUP LLC"
"2978","RODERICK SAWYER","LANGDON NEAL",1000,"AVRA PROPERTIES",8400,"RODERICK SAWYER/LANGDON NEAL/AVRA PROPERTIES"
"2979","RODERICK SAWYER","LANGDON NEAL",1000,"BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP",10000,"RODERICK SAWYER/LANGDON NEAL/BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP"
"2980","RODERICK SAWYER","LANGDON NEAL",1000,"CENTURY PLATING COMPANY INC",6000,"RODERICK SAWYER/LANGDON NEAL/CENTURY PLATING COMPANY INC"
"2981","RODERICK SAWYER","LANGDON NEAL",1000,"CHICAGO BOARD OF EDUCATION",341500,"RODERICK SAWYER/LANGDON NEAL/CHICAGO BOARD OF EDUCATION"
"2982","RODERICK SAWYER","LANGDON NEAL",1000,"CHICAGO HOUSING AUTHORITY",21250,"RODERICK SAWYER/LANGDON NEAL/CHICAGO HOUSING AUTHORITY"
"2983","RODERICK SAWYER","LANGDON NEAL",1000,"CHICAGO SOUTHWEST DEVELOPMENT CORPORATION",23000,"RODERICK SAWYER/LANGDON NEAL/CHICAGO SOUTHWEST DEVELOPMENT CORPORATION"
"2984","RODERICK SAWYER","LANGDON NEAL",1000,"COUNTY OF COOK",10500,"RODERICK SAWYER/LANGDON NEAL/COUNTY OF COOK"
"2985","RODERICK SAWYER","LANGDON NEAL",1000,"CRYSTAL PROPERTIES LLC",375,"RODERICK SAWYER/LANGDON NEAL/CRYSTAL PROPERTIES LLC"
"2986","RODERICK SAWYER","LANGDON NEAL",1000,"FARPOINT DEVELOPMENT LLC",10500,"RODERICK SAWYER/LANGDON NEAL/FARPOINT DEVELOPMENT LLC"
"2987","RODERICK SAWYER","LANGDON NEAL",1000,"FRANKLIN PARTNERS",12000,"RODERICK SAWYER/LANGDON NEAL/FRANKLIN PARTNERS"
"2988","RODERICK SAWYER","LANGDON NEAL",1000,"GALACTICA PARTNERS LLC",14100,"RODERICK SAWYER/LANGDON NEAL/GALACTICA PARTNERS LLC"
"2989","RODERICK SAWYER","LANGDON NEAL",1000,"HOUSTON 7979 PARKING LLC",39900,"RODERICK SAWYER/LANGDON NEAL/HOUSTON 7979 PARKING LLC"
"2990","RODERICK SAWYER","LANGDON NEAL",1000,"M.E. OLSON CONSTRUCTION INC",11300,"RODERICK SAWYER/LANGDON NEAL/M.E. OLSON CONSTRUCTION INC"
"2991","RODERICK SAWYER","LANGDON NEAL",1000,"NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)",25500,"RODERICK SAWYER/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)"
"2992","RODERICK SAWYER","LANGDON NEAL",1000,"NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)",39500,"RODERICK SAWYER/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)"
"2993","RODERICK SAWYER","LANGDON NEAL",1000,"NEW CASTLE PROPERTIES",350,"RODERICK SAWYER/LANGDON NEAL/NEW CASTLE PROPERTIES"
"2994","RODERICK SAWYER","LANGDON NEAL",1000,"NORTHWESTERN MEMORIAL HOSPITAL",15250,"RODERICK SAWYER/LANGDON NEAL/NORTHWESTERN MEMORIAL HOSPITAL"
"2995","RODERICK SAWYER","LANGDON NEAL",1000,"OGDEN COMMONS JV LLC",45197.4,"RODERICK SAWYER/LANGDON NEAL/OGDEN COMMONS JV LLC"
"2996","RODERICK SAWYER","LANGDON NEAL",1000,"PEOPLE READY INC",2500,"RODERICK SAWYER/LANGDON NEAL/PEOPLE READY INC"
"2997","RODERICK SAWYER","LANGDON NEAL",1000,"PINALE ENTERPRISES LLC",46500,"RODERICK SAWYER/LANGDON NEAL/PINALE ENTERPRISES LLC"
"2998","RODERICK SAWYER","LANGDON NEAL",1000,"PUBLIC BUILDING COMMISSION OF CHICAGO",258700,"RODERICK SAWYER/LANGDON NEAL/PUBLIC BUILDING COMMISSION OF CHICAGO"
"2999","RODERICK SAWYER","LANGDON NEAL",1000,"RIVER BEND REAL ESTATE INVESTMENTS LLC",5100,"RODERICK SAWYER/LANGDON NEAL/RIVER BEND REAL ESTATE INVESTMENTS LLC"
"3000","RODERICK SAWYER","LANGDON NEAL",1000,"RUSH UNIVERSITY MEDICAL CENTER",99000,"RODERICK SAWYER/LANGDON NEAL/RUSH UNIVERSITY MEDICAL CENTER"
"3001","RODERICK SAWYER","LANGDON NEAL",1000,"TERRACO INC",250,"RODERICK SAWYER/LANGDON NEAL/TERRACO INC"
"3002","RODERICK SAWYER","LANGDON NEAL",1000,"TERRY PERDUE",500,"RODERICK SAWYER/LANGDON NEAL/TERRY PERDUE"
"3003","RODERICK SAWYER","LANGDON NEAL",1000,"THE BARACK OBAMA FOUNDATION",278000,"RODERICK SAWYER/LANGDON NEAL/THE BARACK OBAMA FOUNDATION"
"3004","RODERICK SAWYER","LANGDON NEAL",1000,"THE JOHN BUCK COMPANY",12750,"RODERICK SAWYER/LANGDON NEAL/THE JOHN BUCK COMPANY"
"3005","RODERICK SAWYER","LANGDON NEAL",1000,"TRIBUNE COMPANY",186500,"RODERICK SAWYER/LANGDON NEAL/TRIBUNE COMPANY"
"3006","RODERICK SAWYER","LANGDON NEAL",1000,"WEXFORD SCIENCE & TECHNOLOGY LLC",30000,"RODERICK SAWYER/LANGDON NEAL/WEXFORD SCIENCE & TECHNOLOGY LLC"
"3007","RODERICK SAWYER","LANGDON NEAL",1000,"XSC 633 SOUTH  LASALLE ACQUISITION LLC",650,"RODERICK SAWYER/LANGDON NEAL/XSC 633 SOUTH  LASALLE ACQUISITION LLC"
"3008","RODERICK SAWYER","LANGDON NEAL",1000,"XSC 633 SOUTH LASALLE ACQUISITION LLC",1300,"RODERICK SAWYER/LANGDON NEAL/XSC 633 SOUTH LASALLE ACQUISITION LLC"
"3009","RODERICK SAWYER","LEO SMITH",1000,"EMERSON COLLECTIVE",2500,"RODERICK SAWYER/LEO SMITH/EMERSON COLLECTIVE"
"3010","RODERICK SAWYER","LEWIS POWELL",110,"METROPOLITAN HOUSING DEVELOPMENT CORPORATION",4000,"RODERICK SAWYER/LEWIS POWELL/METROPOLITAN HOUSING DEVELOPMENT CORPORATION"
"3011","RODERICK SAWYER","LUIS ANDRADE",1500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"RODERICK SAWYER/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"3012","RODERICK SAWYER","PAUL ROSENFELD",1500,"AMERESCO INC",15000,"RODERICK SAWYER/PAUL ROSENFELD/AMERESCO INC"
"3013","RODERICK SAWYER","PAUL ROSENFELD",1500,"AMERICAN STAFFING ASSOCIATION",21000,"RODERICK SAWYER/PAUL ROSENFELD/AMERICAN STAFFING ASSOCIATION"
"3014","RODERICK SAWYER","PAUL ROSENFELD",1500,"ASTRAZENECA PHARMACEUTICALS LP",15000,"RODERICK SAWYER/PAUL ROSENFELD/ASTRAZENECA PHARMACEUTICALS LP"
"3015","RODERICK SAWYER","PAUL ROSENFELD",1500,"BIOTECHNOLOGY INNOVATION ORGANIZATION",24000,"RODERICK SAWYER/PAUL ROSENFELD/BIOTECHNOLOGY INNOVATION ORGANIZATION"
"3016","RODERICK SAWYER","PAUL ROSENFELD",1500,"CASH AMERICA INC",28000,"RODERICK SAWYER/PAUL ROSENFELD/CASH AMERICA INC"
"3017","RODERICK SAWYER","PAUL ROSENFELD",1500,"CITIZENS UTILITY BOARD",12000,"RODERICK SAWYER/PAUL ROSENFELD/CITIZENS UTILITY BOARD"
"3018","RODERICK SAWYER","PAUL ROSENFELD",1500,"JACKSON VAUGHN PUBLIC STRATEGIES LLC",12000,"RODERICK SAWYER/PAUL ROSENFELD/JACKSON VAUGHN PUBLIC STRATEGIES LLC"
"3019","RODERICK SAWYER","PAUL ROSENFELD",1500,"SKINNY LABS INC",37000,"RODERICK SAWYER/PAUL ROSENFELD/SKINNY LABS INC"
"3020","RODERICK SAWYER","PAUL ROSENFELD",1500,"STAFFING SERVICES ASSOCIATION OF ILLINOIS",27000,"RODERICK SAWYER/PAUL ROSENFELD/STAFFING SERVICES ASSOCIATION OF ILLINOIS"
"3021","RODERICK SAWYER","PAUL ROSENFELD",1500,"ZIVKOVIC FAMILY HOLDINGS LLC",4000,"RODERICK SAWYER/PAUL ROSENFELD/ZIVKOVIC FAMILY HOLDINGS LLC"
"3022","RODERICK SAWYER","PAUL WILLIAMS",775,"ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES",13333.32,"RODERICK SAWYER/PAUL WILLIAMS/ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES"
"3023","RODERICK SAWYER","WILLIAM GRIFFIN",550,"AMERICANARLINES",48000,"RODERICK SAWYER/WILLIAM GRIFFIN/AMERICANARLINES"
"3024","RODERICK SAWYER","WILLIAM GRIFFIN",550,"BLUE CROSS %2F BLUE SHIELD",42000,"RODERICK SAWYER/WILLIAM GRIFFIN/BLUE CROSS %2F BLUE SHIELD"
"3025","SCOTT WAGUESPACK","LANGDON NEAL",500,"1318 NORTH  CLEAVER LLC",3400,"SCOTT WAGUESPACK/LANGDON NEAL/1318 NORTH  CLEAVER LLC"
"3026","SCOTT WAGUESPACK","LANGDON NEAL",500,"1318 NORTH CLEAVER LLC",5475,"SCOTT WAGUESPACK/LANGDON NEAL/1318 NORTH CLEAVER LLC"
"3027","SCOTT WAGUESPACK","LANGDON NEAL",500,"931 WEST 19 LLC",43850,"SCOTT WAGUESPACK/LANGDON NEAL/931 WEST 19 LLC"
"3028","SCOTT WAGUESPACK","LANGDON NEAL",500,"A-1 CAR WASH DETAILING",6925,"SCOTT WAGUESPACK/LANGDON NEAL/A-1 CAR WASH DETAILING"
"3029","SCOTT WAGUESPACK","LANGDON NEAL",500,"ALISA STARKS",9600,"SCOTT WAGUESPACK/LANGDON NEAL/ALISA STARKS"
"3030","SCOTT WAGUESPACK","LANGDON NEAL",500,"ASCEND REAL ESTATE GROUP LLC",1100,"SCOTT WAGUESPACK/LANGDON NEAL/ASCEND REAL ESTATE GROUP LLC"
"3031","SCOTT WAGUESPACK","LANGDON NEAL",500,"AVRA PROPERTIES",8400,"SCOTT WAGUESPACK/LANGDON NEAL/AVRA PROPERTIES"
"3032","SCOTT WAGUESPACK","LANGDON NEAL",500,"BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP",10000,"SCOTT WAGUESPACK/LANGDON NEAL/BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP"
"3033","SCOTT WAGUESPACK","LANGDON NEAL",500,"CENTURY PLATING COMPANY INC",6000,"SCOTT WAGUESPACK/LANGDON NEAL/CENTURY PLATING COMPANY INC"
"3034","SCOTT WAGUESPACK","LANGDON NEAL",500,"CHICAGO BOARD OF EDUCATION",341500,"SCOTT WAGUESPACK/LANGDON NEAL/CHICAGO BOARD OF EDUCATION"
"3035","SCOTT WAGUESPACK","LANGDON NEAL",500,"CHICAGO HOUSING AUTHORITY",21250,"SCOTT WAGUESPACK/LANGDON NEAL/CHICAGO HOUSING AUTHORITY"
"3036","SCOTT WAGUESPACK","LANGDON NEAL",500,"CHICAGO SOUTHWEST DEVELOPMENT CORPORATION",23000,"SCOTT WAGUESPACK/LANGDON NEAL/CHICAGO SOUTHWEST DEVELOPMENT CORPORATION"
"3037","SCOTT WAGUESPACK","LANGDON NEAL",500,"COUNTY OF COOK",10500,"SCOTT WAGUESPACK/LANGDON NEAL/COUNTY OF COOK"
"3038","SCOTT WAGUESPACK","LANGDON NEAL",500,"CRYSTAL PROPERTIES LLC",375,"SCOTT WAGUESPACK/LANGDON NEAL/CRYSTAL PROPERTIES LLC"
"3039","SCOTT WAGUESPACK","LANGDON NEAL",500,"FARPOINT DEVELOPMENT LLC",10500,"SCOTT WAGUESPACK/LANGDON NEAL/FARPOINT DEVELOPMENT LLC"
"3040","SCOTT WAGUESPACK","LANGDON NEAL",500,"FRANKLIN PARTNERS",12000,"SCOTT WAGUESPACK/LANGDON NEAL/FRANKLIN PARTNERS"
"3041","SCOTT WAGUESPACK","LANGDON NEAL",500,"GALACTICA PARTNERS LLC",14100,"SCOTT WAGUESPACK/LANGDON NEAL/GALACTICA PARTNERS LLC"
"3042","SCOTT WAGUESPACK","LANGDON NEAL",500,"HOUSTON 7979 PARKING LLC",39900,"SCOTT WAGUESPACK/LANGDON NEAL/HOUSTON 7979 PARKING LLC"
"3043","SCOTT WAGUESPACK","LANGDON NEAL",500,"M.E. OLSON CONSTRUCTION INC",11300,"SCOTT WAGUESPACK/LANGDON NEAL/M.E. OLSON CONSTRUCTION INC"
"3044","SCOTT WAGUESPACK","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)",25500,"SCOTT WAGUESPACK/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)"
"3045","SCOTT WAGUESPACK","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)",39500,"SCOTT WAGUESPACK/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)"
